==15600== NVPROF is profiling process 15600, command: ./matrixMulCUBLAS 12
==15600== Profiling application: ./matrixMulCUBLAS 12
==15600== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
397.59ms  51.937us                    -               -         -         -         -  576.00KB  10.577GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
397.77ms  51.681us                    -               -         -         -         -  576.00KB  10.629GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
397.97ms  51.521us                    -               -         -         -         -  576.00KB  10.662GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
398.14ms  51.297us                    -               -         -         -         -  576.00KB  10.709GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
928.54ms  1.0560us                    -               -         -         -         -      112B  101.15MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
929.14ms  41.473us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x64_raggedMn_nn [267]
929.21ms  817.41ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        15  clock_block(long*, long) [275]
1.74663s  52.001us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [331]
1.74663s  46.465us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [303]
1.74668s  45.473us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [358]
1.74669s  40.224us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [385]
1.74673s  45.409us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [439]
1.74674s  39.968us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [412]
1.74678s  44.865us              (3 6 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [466]
