==15553== NVPROF is profiling process 15553, command: ./matrixMulCUBLAS 6
==15553== Profiling application: ./matrixMulCUBLAS 6
==15553== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
381.05ms  13.120us                    -               -         -         -         -  144.00KB  10.467GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
381.10ms  13.537us                    -               -         -         -         -  144.00KB  10.145GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
381.15ms  13.505us                    -               -         -         -         -  144.00KB  10.169GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
381.20ms  13.537us                    -               -         -         -         -  144.00KB  10.145GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
854.35ms  1.0240us                    -               -         -         -         -      112B  104.31MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
854.96ms  22.976us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x64_raggedMn_nn [267]
855.02ms  811.89ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        15  clock_block(long*, long) [275]
1.66692s  25.792us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [331]
1.66693s  20.928us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [303]
1.66696s  16.032us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [385]
1.66696s  15.264us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [358]
1.66698s  15.872us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [439]
1.66698s  15.424us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [412]
1.66700s  16.032us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [493]
1.66701s  15.104us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [466]
1.66703s  15.904us              (2 3 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [547]
