==13377== NVPROF is profiling process 13377, command: ./matrixMulCUBLAS 24
==13377== Profiling application: ./matrixMulCUBLAS 24
==13377== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
471.31ms  376.87us                    -               -         -         -         -  2.2500MB  5.8303GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
471.92ms  375.40us                    -               -         -         -         -  2.2500MB  5.8531GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
472.51ms  372.42us                    -               -         -         -         -  2.2500MB  5.8999GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
473.09ms  360.78us                    -               -         -         -         -  2.2500MB  6.0904GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
978.68ms     864ns                    -               -         -         -         -      112B  123.62MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
979.23ms  3.1360us                    -               -         -         -         -      288B  87.582MB/s  TITAN X (Pascal         1         7  [CUDA memset]
979.32ms  106.34us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x64_raggedMn_nn_splitK [268]
979.43ms  811.88ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        14  clock_block(long*, long) [277]
1.79133s     801ns                    -               -         -         -         -      288B  342.89MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.79133s  107.43us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [308]
1.79144s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.79145s  106.37us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [338]
1.79156s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.79156s  105.22us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [368]
1.79168s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.79168s  105.76us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [398]
