==26885== NVPROF is profiling process 26885, command: ./matrixMulCUBLAS 128
==26885== Profiling application: ./matrixMulCUBLAS 128
==26885== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
2.62820s  14.502ms                    -               -         -         -         -  64.000MB  4.3098GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
2.64291s  12.227ms                    -               -         -         -         -  64.000MB  5.1118GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
2.65533s  16.664ms                    -               -         -         -         -  64.000MB  3.7505GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
2.67244s  19.560ms                    -               -         -         -         -  64.000MB  3.1952GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
3.26686s     992ns                    -               -         -         -         -      112B  107.67MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
3.26756s  14.066ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x128_raggedMn_nn [267]
3.28164s  883.30ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        15  clock_block(long*, long) [275]
4.16495s  11.657ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x128_raggedMn_nn [331]
4.17599s  12.485ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x128_raggedMn_nn [303]
4.18785s  12.966ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x128_raggedMn_nn [385]
4.20009s  13.746ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x128_raggedMn_nn [358]
4.21311s  14.671ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x128_raggedMn_nn [439]
4.22698s  15.363ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x128_raggedMn_nn [412]
4.24151s  15.114ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x128_raggedMn_nn [493]
4.25583s  15.558ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x128_raggedMn_nn [466]
4.27053s  16.396ms            (32 32 1)       (256 1 1)       116  16.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x128_raggedMn_nn [547]
