==26811== NVPROF is profiling process 26811, command: ./matrixMulCUBLAS 16
==26811== Profiling application: ./matrixMulCUBLAS 16
==26811== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
398.78ms  87.746us                    -               -         -         -         -  1.0000MB  11.129GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
399.05ms  87.618us                    -               -         -         -         -  1.0000MB  11.146GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
399.32ms  87.426us                    -               -         -         -         -  1.0000MB  11.170GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
399.64ms  87.458us                    -               -         -         -         -  1.0000MB  11.166GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
879.44ms     896ns                    -               -         -         -         -      112B  119.21MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
880.03ms  56.737us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x64_raggedMn_nn [267]
880.09ms  822.98ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        15  clock_block(long*, long) [275]
1.70308s  73.058us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [331]
1.70309s  65.474us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [303]
1.70316s  69.889us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [358]
1.70316s  63.969us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [385]
1.70323s  71.746us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn [412]
1.70324s  64.033us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [439]
1.70330s  70.753us              (4 8 1)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn [493]
