==26823== NVPROF is profiling process 26823, command: ./matrixMulCUBLAS 24
==26823== Profiling application: ./matrixMulCUBLAS 24
==26823== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
453.82ms  329.86us                    -               -         -         -         -  2.2500MB  6.6611GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
454.33ms  322.86us                    -               -         -         -         -  2.2500MB  6.8057GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
454.84ms  317.61us                    -               -         -         -         -  2.2500MB  6.9182GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
455.33ms  310.89us                    -               -         -         -         -  2.2500MB  7.0678GB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
944.98ms     896ns                    -               -         -         -         -      112B  119.21MB/s  TITAN X (Pascal         1         7  [CUDA memcpy HtoD]
945.62ms  3.8400us                    -               -         -         -         -      288B  71.526MB/s  TITAN X (Pascal         1         7  [CUDA memset]
945.70ms  105.63us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1         7  maxwell_sgemm_128x64_raggedMn_nn_splitK [269]
945.81ms  822.93ms              (1 1 1)         (1 1 1)         8        0B        0B         -           -  TITAN X (Pascal         1        15  clock_block(long*, long) [278]
1.76875s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        14  [CUDA memset]
1.76876s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.76876s  116.51us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn_splitK [340]
1.76884s  141.09us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [309]
1.76888s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        14  [CUDA memset]
1.76893s  144.58us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn_splitK [401]
1.76898s     640ns                    -               -         -         -         -      288B  429.15MB/s  TITAN X (Pascal         1        13  [CUDA memset]
1.76901s  127.14us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        13  maxwell_sgemm_128x64_raggedMn_nn_splitK [371]
1.76908s     608ns                    -               -         -         -         -      288B  451.74MB/s  TITAN X (Pascal         1        14  [CUDA memset]
1.76909s  140.64us             (6 12 2)       (128 1 1)       120  12.250KB        0B         -           -  TITAN X (Pascal         1        14  maxwell_sgemm_128x64_raggedMn_nn_splitK [462]
